date,state,cases
2020-10-23,PR,1152
2020-10-23,RI,524
2020-10-23,SC,1064
2020-10-23,SD,1185
2020-10-23,TN,3606
2020-10-23,TX,6472
2020-10-23,UT,1960
2020-10-23,VA,1180
2020-10-23,VI,3
2020-10-23,VT,30
2020-10-23,WA,785
2020-10-23,WI,4643
2020-10-23,WV,335
2020-10-23,WY,426
2020-10-22,AK,239
2020-10-22,AL,2536
2020-10-22,AR,1202
2020-10-22,AS,0
2020-10-22,AZ,994
2020-10-22,CA,2940
2020-10-22,CO,1373
2020-10-22,CT,502
2020-10-22,DC,39
2020-10-22,DE,153
2020-10-22,FL,5461
2020-10-22,GA,1785
2020-10-22,GU,88
2020-10-22,HI,77
2020-10-22,IA,1435
2020-10-22,ID,987
2020-10-22,IL,4942
2020-10-22,IN,2850
2020-10-22,KS,0
2020-10-22,KY,1303
2020-10-22,LA,772
2020-10-22,MA,1049
2020-10-22,MD,743
2020-10-22,ME,37
2020-10-22,MI,2204
2020-10-22,MN,1561
2020-10-22,MO,1854
2020-10-22,MP,0
2020-10-22,MS,958
2020-10-22,MT,928
2020-10-22,NC,2400
2020-10-22,ND,1048
2020-10-22,NE,899
2020-10-22,NH,77
2020-10-22,NJ,1162
2020-10-22,NM,662
2020-10-22,NV,789
2020-10-22,NY,1628
2020-10-22,OH,2425
2020-10-22,OK,1628
2020-10-22,OR,367
2020-10-22,PA,2063
2020-10-22,PR,87
2020-10-22,RI,471
2020-10-22,SC,1128
2020-10-22,SD,973
2020-10-22,TN,2046
2020-10-22,TX,6291
2020-10-22,UT,1543
2020-10-22,VA,1332
2020-10-22,VI,6
2020-10-22,VT,16
2020-10-22,WA,918
2020-10-22,WI,3632
2020-10-22,WV,323
2020-10-22,WY,271
2020-10-21,AK,224
2020-10-21,AL,0
2020-10-21,AR,1155
2020-10-21,AS,0
2020-10-21,AZ,975
2020-10-21,CA,3707
2020-10-21,CO,1267
2020-10-21,CT,416
2020-10-21,DC,53
2020-10-21,DE,50
2020-10-21,FL,2106
2020-10-21,GA,1312
2020-10-21,GU,82
2020-10-21,HI,88
2020-10-21,IA,1179
2020-10-21,ID,873
2020-10-21,IL,4342
2020-10-21,IN,1732
2020-10-21,KS,1488
2020-10-21,KY,1452
2020-10-21,LA,1363
2020-10-21,MA,702
2020-10-21,MD,492
2020-10-21,ME,38
2020-10-21,MI,1878
2020-10-21,MN,1060
2020-10-21,MO,1244
2020-10-21,MP,0
2020-10-21,MS,801
2020-10-21,MT,619
2020-10-21,NC,1842
2020-10-21,ND,521
2020-10-21,NE,592
2020-10-21,NH,89
2020-10-21,NJ,1030
2020-10-21,NM,819
2020-10-21,NV,565
2020-10-21,NY,2026
2020-10-21,OH,2366
2020-10-21,OK,1307
2020-10-21,OR,307
2020-10-21,PA,1425
2020-10-21,PR,132
2020-10-21,RI,474
2020-10-21,SC,864
2020-10-21,SD,587
2020-10-21,TN,2292
2020-10-21,TX,5252
2020-10-21,UT,1363
2020-10-21,VA,1018
2020-10-21,VI,2
2020-10-21,VT,20
2020-10-21,WA,913
2020-10-21,WI,4363
2020-10-21,WV,215
2020-10-21,WY,322
2020-10-20,AK,231
2020-10-20,AL,1043
2020-10-20,AR,844
2020-10-20,AS,0
2020-10-20,AZ,1040
2020-10-20,CA,3286
2020-10-20,CO,1208
2020-10-20,CT,434
2020-10-20,DC,50
2020-10-20,DE,129
2020-10-20,FL,3556
2020-10-20,GA,1128
2020-10-20,GU,130
2020-10-20,HI,37
2020-10-20,IA,494
2020-10-20,ID,698
2020-10-20,IL,3714
2020-10-20,IN,1498
2020-10-20,KS,0
2020-10-20,KY,1297
2020-10-20,LA,699
2020-10-20,MA,976
2020-10-20,MD,590
2020-10-20,ME,27
2020-10-20,MI,1871
2020-10-20,MN,1092
2020-10-20,MO,1524
2020-10-20,MP,2
2020-10-20,MS,730
2020-10-20,MT,703
2020-10-20,NC,1578
2020-10-20,ND,1049
2020-10-20,NE,749
2020-10-20,NH,82
2020-10-20,NJ,988
2020-10-20,NM,594
2020-10-20,NV,656
2020-10-20,NY,1201
2020-10-20,OH,2015
2020-10-20,OK,1475
2020-10-20,OR,342
2020-10-20,PA,1557
2020-10-20,PR,447
2020-10-20,RI,302
2020-10-20,SC,884
2020-10-20,SD,621
2020-10-20,TN,1508
2020-10-20,TX,7884
2020-10-20,UT,1081
2020-10-20,VA,926
2020-10-20,VI,0
2020-10-20,VT,12
2020-10-20,WA,298
2020-10-20,WI,4686
2020-10-20,WV,226
2020-10-20,WY,215
2020-10-19,AK,204
2020-10-19,AL,859
2020-10-19,AR,531
2020-10-19,AS,0
2020-10-19,AZ,748
2020-10-19,CA,3474
2020-10-19,CO,1072
2020-10-19,CT,1191
2020-10-19,DC,25
2020-10-19,DE,103
2020-10-19,FL,1691
2020-10-19,GA,752
2020-10-19,GU,81
2020-10-19,HI,82
2020-10-19,IA,557
2020-10-19,ID,510
2020-10-19,IL,3113
2020-10-19,IN,1584
2020-10-19,KS,2113
2020-10-19,KY,640
2020-10-19,LA,201
2020-10-19,MA,828
2020-10-19,MD,497
2020-10-19,ME,23
2020-10-19,MI,5004
2020-10-19,MN,1627
2020-10-19,MO,1405
2020-10-19,MP,0
2020-10-19,MS,586
2020-10-19,MT,569
2020-10-19,NC,1144
2020-10-19,ND,658
2020-10-19,NE,734
2020-10-19,NH,52
2020-10-19,NJ,1192
2020-10-19,NM,514
2020-10-19,NV,582
2020-10-19,NY,998
2020-10-19,OH,1837
2020-10-19,OK,774
2020-10-19,OR,262
2020-10-19,PA,1103
2020-10-19,PR,427
2020-10-19,RI,85
2020-10-19,SC,619
2020-10-19,SD,567
2020-10-19,TN,3317
2020-10-19,TX,1894
2020-10-19,UT,1168
2020-10-19,VA,690
2020-10-19,VI,0
2020-10-19,VT,8
2020-10-19,WA,409
2020-10-19,WI,7915
2020-10-19,WV,212
2020-10-19,WY,286
2020-10-18,AK,210
2020-10-18,AL,964
2020-10-18,AR,644
2020-10-18,AS,0
2020-10-18,AZ,742
2020-10-18,CA,2862
2020-10-18,CO,933
2020-10-18,CT,0
2020-10-18,DC,36
2020-10-18,DE,151
2020-10-18,FL,2474
2020-10-18,GA,1174
2020-10-18,GU,58
2020-10-18,HI,96
2020-10-18,IA,857
2020-10-18,ID,878
2020-10-18,IL,4245
2020-10-18,IN,1605
2020-10-18,KS,0
2020-10-18,KY,810
2020-10-18,LA,1143
2020-10-18,MA,730
2020-10-18,MD,530
2020-10-18,ME,26
2020-10-18,MI,0
2020-10-18,MN,1722
2020-10-18,MO,1768
2020-10-18,MP,0
2020-10-18,MS,0
2020-10-18,MT,588
2020-10-18,NC,2303
2020-10-18,ND,713
2020-10-18,NE,620
2020-10-18,NH,69
2020-10-18,NJ,1275
2020-10-18,NM,445
2020-10-18,NV,609
2020-10-18,NY,1390
2020-10-18,OH,1562
2020-10-18,OK,796
2020-10-18,OR,216
2020-10-18,PA,1269
2020-10-18,PR,418
2020-10-18,RI,284
2020-10-18,SC,776
2020-10-18,SD,658
2020-10-18,TN,2605
2020-10-18,TX,3216
2020-10-18,UT,1097
2020-10-18,VA,900
2020-10-18,VI,6
2020-10-18,VT,11
2020-10-18,WA,664
2020-10-18,WI,0
2020-10-18,WV,280
2020-10-18,WY,209
2020-10-17,AK,210
2020-10-17,AL,1288
2020-10-17,AR,883
2020-10-17,AS,0
2020-10-17,AZ,921
2020-10-17,CA,2979
2020-10-17,CO,1139
2020-10-17,CT,0
2020-10-17,DC,79
2020-10-17,DE,218
2020-10-17,FL,3968
2020-10-17,GA,1534
2020-10-17,GU,79
2020-10-17,HI,85
2020-10-17,IA,1157
2020-10-17,ID,1094
2020-10-17,IL,3629
2020-10-17,IN,2482
2020-10-17,KS,0
2020-10-17,KY,1291
2020-10-17,LA,0
2020-10-17,MA,584
2020-10-17,MD,798
2020-10-17,ME,48
2020-10-17,MI,0
2020-10-17,MN,1694
2020-10-17,MO,2357
2020-10-17,MP,6
2020-10-17,MS,751
2020-10-17,MT,638
2020-10-17,NC,2102
2020-10-17,ND,771
2020-10-17,NE,1286
2020-10-17,NH,111
2020-10-17,NJ,934
2020-10-17,NM,573
2020-10-17,NV,967
2020-10-17,NY,1784
2020-10-17,OH,2234
2020-10-17,OK,1195
2020-10-17,OR,381
2020-10-17,PA,1857
2020-10-17,PR,119
2020-10-17,RI,287
2020-10-17,SC,961
2020-10-17,SD,806
2020-10-17,TN,2646
2020-10-17,TX,4885
2020-10-17,UT,1340
2020-10-17,VA,1114
2020-10-17,VI,0
2020-10-17,VT,9
2020-10-17,WA,770
2020-10-17,WI,0
2020-10-17,WV,221
2020-10-17,WY,151
2020-10-16,AK,221
2020-10-16,AL,1212
2020-10-16,AR,1015
2020-10-16,AS,0
2020-10-16,AZ,738
2020-10-16,CA,3075
2020-10-16,CO,1312
2020-10-16,CT,802
2020-10-16,DC,89
2020-10-16,DE,164
2020-10-16,FL,3365
2020-10-16,GA,1609
2020-10-16,GU,111
2020-10-16,HI,90
2020-10-16,IA,1229
2020-10-16,ID,718
2020-10-16,IL,5103
2020-10-16,IN,2283
2020-10-16,KS,1700
2020-10-16,KY,1311
2020-10-16,LA,774
2020-10-16,MA,767
2020-10-16,MD,781
2020-10-16,ME,29
2020-10-16,MI,2206
2020-10-16,MN,2290
2020-10-16,MO,2017
2020-10-16,MP,3
2020-10-16,MS,1116
2020-10-16,MT,662
2020-10-16,NC,2684
2020-10-16,ND,880
2020-10-16,NE,961
2020-10-16,NH,88
2020-10-16,NJ,810
2020-10-16,NM,812
2020-10-16,NV,716
2020-10-16,NY,1707
2020-10-16,OH,2148
2020-10-16,OK,1472
2020-10-16,OR,410
2020-10-16,PA,1566
2020-10-16,PR,227
2020-10-16,RI,253
2020-10-16,SC,1147
2020-10-16,SD,793
2020-10-16,TN,666
2020-10-16,TX,5870
2020-10-16,UT,1496
2020-10-16,VA,1183
2020-10-16,VI,2
2020-10-16,VT,13
2020-10-16,WA,771
2020-10-16,WI,4105
2020-10-16,WV,498
2020-10-16,WY,290
2020-10-15,AK,166
2020-10-15,AL,1185
2020-10-15,AR,1278
2020-10-15,AS,0
2020-10-15,AZ,1113
2020-10-15,CA,3329
2020-10-15,CO,1141
2020-10-15,CT,167
2020-10-15,DC,34
2020-10-15,DE,95
2020-10-15,FL,3286
2020-10-15,GA,1640
2020-10-15,GU,86
2020-10-15,HI,99
2020-10-15,IA,1333
2020-10-15,ID,645
2020-10-15,IL,4015
2020-10-15,IN,1943
2020-10-15,KS,0
2020-10-15,KY,1182
2020-10-15,LA,743
2020-10-15,MA,587
2020-10-15,MD,630
2020-10-15,ME,20
2020-10-15,MI,2458
2020-10-15,MN,1163
2020-10-15,MO,1875
2020-10-15,MP,0
2020-10-15,MS,1322
2020-10-15,MT,723
2020-10-15,NC,2532
2020-10-15,ND,696
2020-10-15,NE,924
2020-10-15,NH,77
2020-10-15,NJ,971
2020-10-15,NM,668
2020-10-15,NV,655
2020-10-15,NY,1460
2020-10-15,OH,2178
2020-10-15,OK,1221
2020-10-15,OR,365
2020-10-15,PA,1598
2020-10-15,PR,318
2020-10-15,RI,274
2020-10-15,SC,1297
2020-10-15,SD,797
2020-10-15,TN,2289
2020-10-15,TX,4726
2020-10-15,UT,1498
2020-10-15,VA,1331
2020-10-15,VI,-1
2020-10-15,VT,16
2020-10-15,WA,768
2020-10-15,WI,4040
2020-10-15,WV,264
2020-10-15,WY,198
2020-10-14,AK,155
2020-10-14,AL,784
2020-10-14,AR,1079
2020-10-14,AS,0
2020-10-14,AZ,901
2020-10-14,CA,2666
2020-10-14,CO,692
2020-10-14,CT,164
2020-10-14,DC,64
2020-10-14,DE,71
2020-10-14,FL,2808
2020-10-14,GA,1297
2020-10-14,GU,75
2020-10-14,HI,61
2020-10-14,IA,1046
2020-10-14,ID,584
2020-10-14,IL,2862
2020-10-14,IN,1165
2020-10-14,KS,1293
2020-10-14,KY,1322
2020-10-14,LA,880
2020-10-14,MA,580
2020-10-14,MD,575
2020-10-14,ME,36
2020-10-14,MI,1593
2020-10-14,MN,1369
2020-10-14,MO,4449
2020-10-14,MP,0
2020-10-14,MS,876
2020-10-14,MT,599
2020-10-14,NC,1926
2020-10-14,ND,663
2020-10-14,NE,704
2020-10-14,NH,70
2020-10-14,NJ,938
2020-10-14,NM,577
2020-10-14,NV,479
2020-10-14,NY,1232
2020-10-14,OH,2039
2020-10-14,OK,1122
2020-10-14,OR,380
2020-10-14,PA,1276
2020-10-14,PR,490
2020-10-14,RI,204
2020-10-14,SC,926
2020-10-14,SD,876
2020-10-14,TN,1709
2020-10-14,TX,4826
2020-10-14,UT,1144
2020-10-14,VA,805
2020-10-14,VI,3
2020-10-14,VT,3
2020-10-14,WA,867
2020-10-14,WI,3323
2020-10-14,WV,263
2020-10-14,WY,213
2020-10-13,AK,156
2020-10-13,AL,1117
2020-10-13,AR,680
2020-10-13,AS,0
2020-10-13,AZ,684
2020-10-13,CA,2378
2020-10-13,CO,1048
2020-10-13,CT,320
2020-10-13,DC,46
2020-10-13,DE,105
2020-10-13,FL,2657
2020-10-13,GA,993
2020-10-13,GU,96
2020-10-13,HI,42
2020-10-13,IA,529
2020-10-13,ID,597
2020-10-13,IL,2851
2020-10-13,IN,1549
2020-10-13,KS,0
2020-10-13,KY,761
2020-10-13,LA,682
2020-10-13,MA,749
2020-10-13,MD,482
2020-10-13,ME,28
2020-10-13,MI,1466
2020-10-13,MN,1135
2020-10-13,MO,0
2020-10-13,MP,0
2020-10-13,MS,713
2020-10-13,MT,486
2020-10-13,NC,1734
2020-10-13,ND,490
2020-10-13,NE,457
2020-10-13,NH,136
2020-10-13,NJ,988
2020-10-13,NM,351
2020-10-13,NV,487
2020-10-13,NY,1393
2020-10-13,OH,1447
2020-10-13,OK,1309
2020-10-13,OR,313
2020-10-13,PA,1342
2020-10-13,PR,135
2020-10-13,RI,129
2020-10-13,SC,828
2020-10-13,SD,414
2020-10-13,TN,1147
2020-10-13,TX,5130
2020-10-13,UT,987
2020-10-13,VA,1235
2020-10-13,VI,0
2020-10-13,VT,11
2020-10-13,WA,253
2020-10-13,WI,3428
2020-10-13,WV,274
2020-10-13,WY,162
2020-10-12,AK,191
2020-10-12,AL,734
2020-10-12,AR,654
2020-10-12,AS,0
2020-10-12,AZ,475
2020-10-12,CA,3449
2020-10-12,CO,576
2020-10-12,CT,1339
2020-10-12,DC,38
2020-10-12,DE,159
2020-10-12,FL,1519
2020-10-12,GA,902
2020-10-12,GU,92
2020-10-12,HI,101
2020-10-12,IA,463
2020-10-12,ID,365
2020-10-12,IL,2742
2020-10-12,IN,1574
2020-10-12,KS,2055
2020-10-12,KY,638
2020-10-12,LA,60
2020-10-12,MA,760
2020-10-12,MD,504
2020-10-12,ME,29
2020-10-12,MI,1932
2020-10-12,MN,1171
2020-10-12,MO,0
2020-10-12,MP,0
2020-10-12,MS,296
2020-10-12,MT,423
2020-10-12,NC,1276
2020-10-12,ND,473
2020-10-12,NE,495
2020-10-12,NH,51
2020-10-12,NJ,469
2020-10-12,NM,379
2020-10-12,NV,569
2020-10-12,NY,1029
2020-10-12,OH,1430
2020-10-12,OK,797
2020-10-12,OR,205
2020-10-12,PA,1088
2020-10-12,PR,228
2020-10-12,RI,81
2020-10-12,SC,649
2020-10-12,SD,361
2020-10-12,TN,2965
2020-10-12,TX,2648
2020-10-12,UT,988
2020-10-12,VA,854
2020-10-12,VI,0
2020-10-12,VT,9
2020-10-12,WA,383
2020-10-12,WI,2016
2020-10-12,WV,153
2020-10-12,WY,191
2020-10-11,AK,250
2020-10-11,AL,816
2020-10-11,AR,613
2020-10-11,AS,0
2020-10-11,AZ,597
2020-10-11,CA,3803
2020-10-11,CO,819
2020-10-11,CT,0
2020-10-11,DC,66
2020-10-11,DE,132
2020-10-11,FL,5414
2020-10-11,GA,1140
2020-10-11,GU,22
2020-10-11,HI,71
2020-10-11,IA,1075
2020-10-11,ID,613
2020-10-11,IL,2727
2020-10-11,IN,1570
2020-10-11,KS,0
2020-10-11,KY,847
2020-10-11,LA,1181
2020-10-11,MA,563
2020-10-11,MD,562
2020-10-11,ME,27
2020-10-11,MI,0
2020-10-11,MN,1440
2020-10-11,MO,0
2020-10-11,MP,0
2020-10-11,MS,294
2020-10-11,MT,585
2020-10-11,NC,1719
2020-10-11,ND,637
2020-10-11,NE,743
2020-10-11,NH,0
2020-10-11,NJ,751
2020-10-11,NM,261
2020-10-11,NV,380
2020-10-11,NY,1143
2020-10-11,OH,1291
2020-10-11,OK,766
2020-10-11,OR,327
2020-10-11,PA,1166
2020-10-11,PR,218
2020-10-11,RI,170
2020-10-11,SC,785
2020-10-11,SD,617
2020-10-11,TN,2068
2020-10-11,TX,2418
2020-10-11,UT,1200
2020-10-11,VA,811
2020-10-11,VI,1
2020-10-11,VT,10
2020-10-11,WA,701
2020-10-11,WI,2713
2020-10-11,WV,215
2020-10-11,WY,156
2020-10-10,AK,230
2020-10-10,AL,1061
2020-10-10,AR,2075
2020-10-10,AS,0
2020-10-10,AZ,894
2020-10-10,CA,4170
2020-10-10,CO,1023
2020-10-10,CT,0
2020-10-10,DC,75
2020-10-10,DE,171
2020-10-10,FL,0
2020-10-10,GA,1237
2020-10-10,GU,67
2020-10-10,HI,165
2020-10-10,IA,1084
2020-10-10,ID,662
2020-10-10,IL,2905
2020-10-10,IN,1918
2020-10-10,KS,0
2020-10-10,KY,989
2020-10-10,LA,0
2020-10-10,MA,639
2020-10-10,MD,636
2020-10-10,ME,30
2020-10-10,MI,1648
2020-10-10,MN,1516
2020-10-10,MO,5066
2020-10-10,MP,2
2020-10-10,MS,957
2020-10-10,MT,718
2020-10-10,NC,2321
2020-10-10,ND,598
2020-10-10,NE,1085
2020-10-10,NH,214
2020-10-10,NJ,864
2020-10-10,NM,481
2020-10-10,NV,806
2020-10-10,NY,1447
2020-10-10,OH,1356
2020-10-10,OK,1533
2020-10-10,OR,409
2020-10-10,PA,1742
2020-10-10,PR,232
2020-10-10,RI,286
2020-10-10,SC,945
2020-10-10,SD,732
2020-10-10,TN,1646
2020-10-10,TX,4230
2020-10-10,UT,1354
2020-10-10,VA,1256
2020-10-10,VI,0
2020-10-10,VT,10
2020-10-10,WA,726
2020-10-10,WI,2971
2020-10-10,WV,206
2020-10-10,WY,120
2020-10-09,AK,187
2020-10-09,AL,1490
2020-10-09,AR,0
2020-10-09,AS,0
2020-10-09,AZ,683
2020-10-09,CA,3806
2020-10-09,CO,834
2020-10-09,CT,290
2020-10-09,DC,78
2020-10-09,DE,145
2020-10-09,FL,2853
2020-10-09,GA,1625
2020-10-09,GU,55
2020-10-09,HI,101
2020-10-09,IA,1042
2020-10-09,ID,673
2020-10-09,IL,3117
2020-10-09,IN,1816
2020-10-09,KS,1855
2020-10-09,KY,1001
2020-10-09,LA,257
2020-10-09,MA,765
2020-10-09,MD,734
2020-10-09,ME,27
2020-10-09,MI,1323
2020-10-09,MN,1390
2020-10-09,MO,2008
2020-10-09,MP,0
2020-10-09,MS,862
2020-10-09,MT,722
2020-10-09,NC,2034
2020-10-09,ND,644
2020-10-09,NE,663
2020-10-09,NH,0
2020-10-09,NJ,865
2020-10-09,NM,485
2020-10-09,NV,766
2020-10-09,NY,1592
2020-10-09,OH,1840
2020-10-09,OK,1524
2020-10-09,OR,410
2020-10-09,PA,1380
2020-10-09,PR,316
2020-10-09,RI,249
2020-10-09,SC,921
2020-10-09,SD,804
2020-10-09,TN,1556
2020-10-09,TX,4036
2020-10-09,UT,1343
2020-10-09,VA,1114
2020-10-09,VI,2
2020-10-09,VT,8
2020-10-09,WA,723
2020-10-09,WI,3164
2020-10-09,WV,382
2020-10-09,WY,243
2020-10-08,AK,134
2020-10-08,AL,557
2020-10-08,AR,1265
2020-10-08,AS,0
2020-10-08,AZ,863
2020-10-08,CA,3575
2020-10-08,CO,863
2020-10-08,CT,384
2020-10-08,DC,68
2020-10-08,DE,132
2020-10-08,FL,3246
2020-10-08,GA,1265
2020-10-08,GU,66
2020-10-08,HI,108
2020-10-08,IA,1261
2020-10-08,ID,671
2020-10-08,IL,3059
2020-10-08,IN,1450
2020-10-08,KS,0
2020-10-08,KY,868
2020-10-08,LA,524
2020-10-08,MA,444
2020-10-08,MD,761
2020-10-08,ME,35
2020-10-08,MI,1401
2020-10-08,MN,1271
2020-10-08,MO,1505
2020-10-08,MP,0
2020-10-08,MS,578
2020-10-08,MT,614
2020-10-08,NC,2428
2020-10-08,ND,523
2020-10-08,NE,639
2020-10-08,NH,78
2020-10-08,NJ,1298
2020-10-08,NM,384
2020-10-08,NV,480
2020-10-08,NY,1836
2020-10-08,OH,1539
2020-10-08,OK,1212
2020-10-08,OR,482
2020-10-08,PA,1376
2020-10-08,PR,352
2020-10-08,RI,269
2020-10-08,SC,1050
2020-10-08,SD,505
2020-10-08,TN,1992
2020-10-08,TX,4238
2020-10-08,UT,1501
2020-10-08,VA,1844
2020-10-08,VI,1
2020-10-08,VT,11
2020-10-08,WA,723
2020-10-08,WI,3274
2020-10-08,WV,186
2020-10-08,WY,193
2020-10-07,AK,121
2020-10-07,AL,941
2020-10-07,AR,809
2020-10-07,AS,0
2020-10-07,AZ,604
2020-10-07,CA,2764
2020-10-07,CO,731
2020-10-07,CT,123
2020-10-07,DC,45
2020-10-07,DE,84
2020-10-07,FL,2544
2020-10-07,GA,1492
2020-10-07,GU,54
2020-10-07,HI,83
2020-10-07,IA,950
2020-10-07,ID,660
2020-10-07,IL,2630
2020-10-07,IN,1281
2020-10-07,KS,1244
2020-10-07,KY,2393
2020-10-07,LA,2156
2020-10-07,MA,535
2020-10-07,MD,460
2020-10-07,ME,39
2020-10-07,MI,1214
2020-10-07,MN,911
2020-10-07,MO,1068
2020-10-07,MP,0
2020-10-07,MS,1538
2020-10-07,MT,716
2020-10-07,NC,1711
2020-10-07,ND,490
2020-10-07,NE,498
2020-10-07,NH,69
2020-10-07,NJ,508
2020-10-07,NM,425
2020-10-07,NV,431
2020-10-07,NY,1360
2020-10-07,OH,1424
2020-10-07,OK,1006
2020-10-07,OR,294
2020-10-07,PA,1309
2020-10-07,PR,23
2020-10-07,RI,180
2020-10-07,SC,735
2020-10-07,SD,1030
2020-10-07,TN,2080
2020-10-07,TX,4121
2020-10-07,UT,1007
2020-10-07,VA,509
2020-10-07,VI,-1
2020-10-07,VT,7
2020-10-07,WA,906
2020-10-07,WI,2463
2020-10-07,WV,203
2020-10-07,WY,129
2020-10-06,AK,147
2020-10-06,AL,764
2020-10-06,AR,641
2020-10-06,AS,0
2020-10-06,AZ,864
2020-10-06,CA,1677
2020-10-06,CO,654
2020-10-06,CT,121
2020-10-06,DC,105
2020-10-06,DE,103
2020-10-06,FL,2201
2020-10-06,GA,936
2020-10-06,GU,61
2020-10-06,HI,50
2020-10-06,IA,474
2020-10-06,ID,458
2020-10-06,IL,1617
2020-10-06,IN,970
2020-10-06,KS,0
2020-10-06,KY,1036
2020-10-06,LA,532
2020-10-06,MA,495
2020-10-06,MD,413
2020-10-06,ME,20
2020-10-06,MI,1152
2020-10-06,MN,941
2020-10-06,MO,1165
2020-10-06,MP,0
2020-10-06,MS,0
2020-10-06,MT,500
2020-10-06,NC,1504
2020-10-06,ND,502
2020-10-06,NE,452
2020-10-06,NH,51
2020-10-06,NJ,629
2020-10-06,NM,315
2020-10-06,NV,479
2020-10-06,NY,1393
2020-10-06,OH,1335
2020-10-06,OK,1364
2020-10-06,OR,291
2020-10-06,PA,1036
2020-10-06,PR,238
2020-10-06,RI,177
2020-10-06,SC,811
2020-10-06,SD,278
2020-10-06,TN,1676
2020-10-06,TX,4132
2020-10-06,UT,716
2020-10-06,VA,625
2020-10-06,VI,0
2020-10-06,VT,4
2020-10-06,WA,252
2020-10-06,WI,2075
2020-10-06,WV,194
2020-10-06,WY,141
2020-10-05,AK,196
2020-10-05,AL,544
2020-10-05,AR,417
2020-10-05,AS,0
2020-10-05,AZ,316
2020-10-05,CA,3055
2020-10-05,CO,461
2020-10-05,CT,823
2020-10-05,DC,28
2020-10-05,DE,120
2020-10-05,FL,1406
2020-10-05,GA,789
2020-10-05,GU,54
2020-10-05,HI,70
2020-10-05,IA,364
2020-10-05,ID,262
2020-10-05,IL,1853
2020-10-05,IN,830
2020-10-05,KS,1597
2020-10-05,KY,541
2020-10-05,LA,218
2020-10-05,MA,515
2020-10-05,MD,501
2020-10-05,ME,26
2020-10-05,MI,1455
2020-10-05,MN,973
2020-10-05,MO,987
2020-10-05,MP,2
2020-10-05,MS,215
2020-10-05,MT,212
2020-10-05,NC,2258
2020-10-05,ND,311
2020-10-05,NE,404
2020-10-05,NH,35
2020-10-05,NJ,511
2020-10-05,NM,155
2020-10-05,NV,337
2020-10-05,NY,933
2020-10-05,OH,1057
2020-10-05,OK,665
2020-10-05,OR,279
2020-10-05,PA,672
2020-10-05,PR,363
2020-10-05,RI,50
2020-10-05,SC,577
2020-10-05,SD,180
2020-10-05,TN,2489
2020-10-05,TX,3409
2020-10-05,UT,1105
2020-10-05,VA,687
2020-10-05,VI,-5
2020-10-05,VT,33
2020-10-05,WA,403
2020-10-05,WI,1727
2020-10-05,WV,114
2020-10-05,WY,125
2020-10-04,AK,141
2020-10-04,AL,789
2020-10-04,AR,488
2020-10-04,AS,0
2020-10-04,AZ,355
2020-10-04,CA,4293
2020-10-04,CO,521
2020-10-04,CT,0
2020-10-04,DC,46
2020-10-04,DE,118
2020-10-04,FL,1786
2020-10-04,GA,847
2020-10-04,GU,0
2020-10-04,HI,133
2020-10-04,IA,626
2020-10-04,ID,464
2020-10-04,IL,1453
2020-10-04,IN,1087
2020-10-04,KS,0
2020-10-04,KY,616
2020-10-04,LA,893
2020-10-04,MA,644
2020-10-04,MD,471
2020-10-04,ME,33
2020-10-04,MI,0
2020-10-04,MN,1039
2020-10-04,MO,1326
2020-10-04,MP,0
2020-10-04,MS,321
2020-10-04,MT,279
2020-10-04,NC,610
2020-10-04,ND,411
2020-10-04,NE,426
2020-10-04,NH,48
2020-10-04,NJ,626
2020-10-04,NM,181
2020-10-04,NV,392
2020-10-04,NY,1222
2020-10-04,OH,941
2020-10-04,OK,569
2020-10-04,OR,259
2020-10-04,PA,2251
2020-10-04,PR,230
2020-10-04,RI,124
2020-10-04,SC,691
2020-10-04,SD,432
2020-10-04,TN,1615
2020-10-04,TX,2884
2020-10-04,UT,1393
2020-10-04,VA,1067
2020-10-04,VI,1
2020-10-04,VT,6
2020-10-04,WA,628
2020-10-04,WI,1926
2020-10-04,WV,160
2020-10-04,WY,139
2020-10-03,AK,139
2020-10-03,AL,1682
2020-10-03,AR,746
2020-10-03,AS,0
2020-10-03,AZ,636
2020-10-03,CA,2159
2020-10-03,CO,657
2020-10-03,CT,0
2020-10-03,DC,50
2020-10-03,DE,188
2020-10-03,FL,2753
2020-10-03,GA,1444
2020-10-03,GU,82
2020-10-03,HI,94
2020-10-03,IA,911
2020-10-03,ID,677
2020-10-03,IL,2442
2020-10-03,IN,1419
2020-10-03,KS,0
2020-10-03,KY,1274
2020-10-03,LA,0
2020-10-03,MA,672
2020-10-03,MD,597
2020-10-03,ME,18
2020-10-03,MI,1275
2020-10-03,MN,1421
2020-10-03,MO,1708
2020-10-03,MP,0
2020-10-03,MS,609
2020-10-03,MT,501
2020-10-03,NC,2202
2020-10-03,ND,443
2020-10-03,NE,792
2020-10-03,NH,63
2020-10-03,NJ,947
2020-10-03,NM,296
2020-10-03,NV,526
2020-10-03,NY,1731
2020-10-03,OH,1157
2020-10-03,OK,1189
2020-10-03,OR,348
2020-10-03,PA,0
2020-10-03,PR,299
2020-10-03,RI,169
2020-10-03,SC,1706
2020-10-03,SD,464
2020-10-03,TN,1192
2020-10-03,TX,7006
2020-10-03,UT,1068
2020-10-03,VA,1116
2020-10-03,VI,0
